name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DAC+SB.4.2-x1-0	DAC+SB.4.2-x1-0	0	0	NA	NA	NA	1
STRG.2.1-x3-0	STRG.2.1-x3-0	1.26184564108206	0.691604396801718	3.77628222477203	0.183144255549774	0.85468483206964	1
DAC+SB.7.1-x1-0	DAC+SB.7.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.9.1-x1-0	DAC+SB.9.1-x1-0	5.56286318050147	0.995942578202658	1.21351949952731	0.82070587130293	0.411813825667948	0.99910525897963
DAC+SB.11.2-x1-0	DAC+SB.11.2-x1-0	0	0	NA	NA	NA	1
DAC.3.1-x2-0	DAC.3.1-x2-0	0	0	NA	NA	NA	1
DAC+SB.13.2-x1-0	DAC+SB.13.2-x1-0	0.148043577278847	-0.145217757703845	4.03246007794768	-0.0360121997234388	0.971272631292231	1
STRG.5.2-x3-0	STRG.5.2-x3-0	0	0	NA	NA	NA	1
DAC+SB.13.1-x1-0	DAC+SB.13.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.13.3-x1-0	DAC+SB.13.3-x1-0	0	0	NA	NA	NA	1
DAC+SB.14.2-x1-0	DAC+SB.14.2-x1-0	0.148043577278847	-0.145217757703845	4.03246007794768	-0.0360121997234387	0.971272631292231	1
DAC+SB.14.1-x1-0	DAC+SB.14.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.15.4-x1-0	DAC+SB.15.4-x1-0	0	0	NA	NA	NA	1
DAC+SB.15.5-x1-0	DAC+SB.15.5-x1-0	0.657685421095895	-2.40118989464453	4.00086498549228	-0.600167689575029	0.54839448453851	1
DAC+SB.15.1-x1-0	DAC+SB.15.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.15.2-x1-0	DAC+SB.15.2-x1-0	0	0	NA	NA	NA	1
DAC+SB.15.3-x1-0	DAC+SB.15.3-x1-0	0	0	NA	NA	NA	1
DAC+SB.17.1-x1-0	DAC+SB.17.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.19.3-x1-0	DAC+SB.19.3-x1-0	0.955010579130513	-0.412844992709062	3.18410997711773	-0.129657893626768	0.896837097291685	1
DAC.4.1-x2-0	DAC.4.1-x2-0	0	0	NA	NA	NA	1
DAC.4.2-x2-0	DAC.4.2-x2-0	0	0	NA	NA	NA	1
DAC+SB.20.1-x1-0	DAC+SB.20.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.21.2-x1-0	DAC+SB.21.2-x1-0	3.38201980633121	-5.27162985556585	3.92707844768681	-1.34237956429697	0.17947295732521	1
DAC+SB.21.3-x1-0	DAC+SB.21.3-x1-0	7.24740065904086	2.57204295966541	1.71060976186375	1.50358253355406	0.132688891239182	0.807734621704692
DAC+SB.21.1-x1-0	DAC+SB.21.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.23.2-x1-0	DAC+SB.23.2-x1-0	5.61798764280765	-0.0272390413824137	1.77715768957696	-0.0153273069363348	0.987771057255476	0.99910525897963
DAC+SB.23.1-x1-0	DAC+SB.23.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.26.1-x1-0	DAC+SB.26.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.26.2-x1-0	DAC+SB.26.2-x1-0	1.2339368412406	-3.73895722439861	3.96354340072724	-0.943337021038444	0.345508545461671	1
DAC+SB.27.1-x1-0	DAC+SB.27.1-x1-0	0	0	NA	NA	NA	1
STRG.9.1-x3-0	STRG.9.1-x3-0	0	0	NA	NA	NA	1
DAC+SB.33.1-x1-0	DAC+SB.33.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.35.1-x1-0	DAC+SB.35.1-x1-0	0	0	NA	NA	NA	1
DAC+SB.35.2-x1-0	DAC+SB.35.2-x1-0	1.24748963916124	3.72219871738717	3.9570052839728	0.940660537518948	0.346878848041993	1
DAC+SB.38.1-x1-0	DAC+SB.38.1-x1-0	0.266438305310642	1.96790903844561	3.9984024356554	0.492173829451723	0.622596463508528	1
DAC+SB.39.1-x1-0	DAC+SB.39.1-x1-0	5.52329183489103	0.290039927024646	1.16043913274258	0.249939801960287	0.802633902309731	0.99910525897963
DAC+SB.41.1-x1-0	DAC+SB.41.1-x1-0	1.52005743018402	-0.207958661507471	2.29659428816054	-0.0905508920663717	0.927849454000142	1
DAC+SB.43.1-x1-0	DAC+SB.43.1-x1-0	0.840096167501273	-0.0551714152782515	3.38044570888692	-0.0163207517674993	0.986978502229331	1
DAC+SB.44.1-x1-0	DAC+SB.44.1-x1-0	0.565072476194161	-2.90900362599222	3.9885721562635	-0.729334586920795	0.465797020326313	1
DAC+SB.46.1-x1-0	DAC+SB.46.1-x1-0	0.372555625044737	-0.504370588066441	3.95391422111776	-0.127562349575671	0.898495328331727	1
DAC+SB.46.2-x1-0	DAC+SB.46.2-x1-0	0.488604005707118	-2.75983569301996	3.99176448975355	-0.691382394954456	0.489325264630989	1
DAC+SB.47.1-x1-0	DAC+SB.47.1-x1-0	0.496055422670446	0.0364612792888622	3.48083942548597	0.010474852422637	0.991642429811198	1
DAC+SB.47.2-x1-0	DAC+SB.47.2-x1-0	0.576251420144709	-1.6512795065095	4.02839913258123	-0.409909607306322	0.681872257538223	1
DAC+SB.48.1-x1-0	DAC+SB.48.1-x1-0	11.5251834388928	-0.130055493997699	0.622115209837942	-0.209053712143733	0.834406308612954	0.99910525897963
DAC+SB.50.1-x1-0	DAC+SB.50.1-x1-0	7.76883493303951	0.75248866487265	0.926744713186654	0.811969741143905	0.416808994429576	0.99910525897963
DAC+SB.51.1-x1-0	DAC+SB.51.1-x1-0	3.9774429668598	-1.49966636801101	2.86075178041873	-0.524221073032594	0.600124785569985	1
DAC+SB.51.2-x1-0	DAC+SB.51.2-x1-0	3.08120880618608	3.20650448690102	3.45278754978853	0.928671237562069	0.35305949104209	1
