GeneID	hl60_120h_u_1	hl60_120h_u_2	hl60_120h_t_1	hl60_120h_t_2	hl60_6h_u_1	hl60_6h_u_2	hl60_6h_t_1	hl60_6h_t_2	hl60_72h_u_1	hl60_72h_u_2	hl60_72h_t_1	hl60_72h_t_2	kg1_t_1	kg1_t_2	kg1_t_3	kg1_u_1	kg1_u_2	kg1_u_3	molm14_t_1	molm14_t_2	molm14_t_3	molm14_u_1	molm14_u_2	molm14_u_3	ociaml2_t_1	ociaml2_t_2	ociaml2_t_3	ociaml2_u_1	ociaml2_u_2	ociaml2_u_3	ociaml3_t_1	ociaml3_t_2	ociaml3_t_3	ociaml3_u_1	ociaml3_u_2	ociaml3_u_3	thp1_t_1	thp1_t_2	thp1_t_3	thp1_u_1	thp1_u_2	thp1_u_3
ENSG00000000419	0.135899216834692	0.677476813726126	1.07864783984218	0.6628723240411989	0.262007575178182	0.304582148361732	0.32500100108303304	0.581611501199215	0.23991582792276503	0.19038163795919696	1.04456808347375	-0.6685764101350871	0.288265331005208	-0.46529280768741793	-0.420347426176194	0.41195547683552103	0.7704766374768349	-0.169057762192254	-0.29270576323003494	0.17641343320585298	0.171854881860811	-0.611594234318963	-1.45310247086802	-0.7903205496878759	-0.0639457341582061	0.17047059486854502	0.35522943906739707	0.273406314900498	0.178546962385602	0.27700198263199893	0.36218156757728204	0.0584488548237769	0.16781690487128698	-0.7106847886186859	0.293996967341862	-0.370031981419855	-0.834923961540427	-0.450126316318078	-0.498463175603851	-0.731783690421077	-0.709706966272586	-0.21836527982592002
ENSG00000000457	0.40760658943378797	0.325969974058539	0.206464701352001	0.45021871586780804	0.136162449643817	0.34258821307130205	0.32916872609698306	0.34620239775562206	0.211470488937339	0.23861386713820604	0.16963923440859002	0.0694551721852168	-0.188832736975099	0.0628439014078003	-0.218112039960998	0.0339959202069503	-0.11606377549743199	-0.101247572087211	0.0995749343383588	0.10827499845702	-0.0949111907237123	0.11756611486508099	0.081737829806505	-0.140947032830447	-0.30230988007689596	-0.20469455052620197	-0.236324850803028	-0.44312753398580396	-0.488341177865566	-0.22432636699193	0.18016124924675897	0.0117269827211266	-0.0885499409405119	-0.0315205971402415	0.134271246823509	0.0244918417137072	-0.10579100954751501	-0.506582856752902	-0.127680727216131	-0.0537974036937362	-0.253843819335899	-0.161200486584763
ENSG00000000460	0.140893469965417	0.17444201662018602	0.0787035620142605	-0.0161071272215142	0.130407630344193	0.143000066977967	0.0619631937517612	0.0717244507691827	0.109538564823381	0.22065706126005702	0.156162397786718	0.11500827223360699	-0.151143653899753	-0.610709571093183	0.0626097420976253	-0.118552567546806	-0.401473395779027	0.0134997204315899	0.139753550871256	-0.48657620067561996	0.0220664088252194	0.0789318245560078	0.227914429635823	0.00492706882776345	0.318674713983206	0.0803958659830649	0.10148413004599001	0.26923244078155606	0.19517215430176899	0.17641856699125302	-0.18027195369045498	-0.351449291993277	-0.0718159020992767	-0.140220141772623	-0.403973937599589	-0.270891543357121	0.0345510487951578	0.159782568322345	-0.0410310459146957	0.0168605402360141	-0.0106408806855715	-0.0499182479038559
ENSG00000001167	-0.164873216749794	-0.373667646023567	-0.7624773540014191	-0.850033698044287	-0.49637492259299504	-0.311505606911951	-0.345399569017786	-0.27491562197417496	-0.416926102091149	-0.620218917090889	-0.991311736056807	-0.7529600206524458	-0.371667812576498	-0.112591457527392	-0.550927397077594	-0.0795480972991361	-0.0955683051133729	-0.35570245877263595	0.13340506427614898	0.580133152577712	-0.083632610072972	0.467740960709019	0.48474714793697	0.2444136451122	0.478152943765052	0.616705714483316	0.49094742140794	0.38655091370078004	1.09490305602613	0.5025905768679501	0.218290885423764	0.471330329118569	-0.0795967255804366	0.324017620412558	0.508274859952487	0.36148345035668605	0.093707618532106	0.21034469604395603	-0.0971948847255412	0.0967989640860206	0.423935391127759	-0.00138025196427721
ENSG00000001629	0.40487038264312	0.228035089383374	0.529260966241105	0.503855877126053	0.347425517965872	0.33660679671202504	0.36275558718567297	0.18975812612174303	0.377609191901905	0.40639426124535905	0.455620808902729	0.25165956226459896	-0.0249573195043709	0.00720757614459185	0.0223121838649328	-0.0430503391775816	-0.11380903277007401	0.0130105649761359	-0.400700979388739	-0.61915684592564	-0.204403611673141	-0.36348336065398	-0.5720085953355459	-0.26927919189062804	-0.16238910693801	-0.20460341838868104	-0.16966058224197803	-0.169166493938757	-0.16701757326125	-0.0481843548345868	0.32517948246025297	0.32810907653343896	0.45769712472358204	0.296771953660775	-0.0473716734500553	0.208769582744316	-0.3992730795471571	-0.4742189378022721	-0.37032134642496994	-0.40485807043199	-0.552694563063516	-0.272301236158657
ENSG00000001631	0.23117404871912803	0.268411435890665	0.5600786599976519	0.534147101536197	0.45260305846883	0.476799747092216	0.094104243828291	0.263724776557128	0.273226312762946	0.25145833778068605	0.43975747269928406	1.3452906233274697	-0.21358007521262898	0.108518588194816	-0.283752771923243	-0.142296323421784	0.00642735185924624	-0.20936652008245799	-0.0665471030693715	-0.24259151208839896	-0.0110227605188174	-0.0362985217060619	-0.224859501868783	-0.33142619947847696	-0.3439261245880689	-0.367685747868916	-0.0527916753307972	-0.0657119108070046	-0.485771155528301	-0.216650011204055	-0.013895766445118	-0.0534448035200808	-0.0797888894885355	-0.360761479052307	-0.0917400622778264	-0.23708707833743603	-0.128935757916558	-0.357860292762816	-0.0740790306890645	-0.473651795863322	-0.007818500522524991	-0.132380387141798
ENSG00000002834	0.445171090282154	0.210731260045863	0.47524607696948795	0.392895747929588	0.22059982351144797	0.0531494257560401	-0.0261454446765172	0.0843265929919903	0.288454611918417	0.27999023595996103	0.5171308503449339	0.364311135810567	-0.20563785336263002	0.0159786362862571	-0.212467961034875	-0.200125091712096	0.0248101997849935	-0.14609579943948597	0.22384111745285998	0.331731443449773	0.24955861521818	0.0687920566620155	0.183147787780862	-0.0943007187420697	-0.286336018369705	-0.20648876318939	-0.34893995945010103	-0.405527459716484	-0.492796792298514	-0.354427247771436	-0.0428928726325078	-0.108886608655292	0.0215589849166948	0.0139421276799495	0.00557226693397703	-0.0347359933230607	-0.236162946222363	-0.260386025255385	-0.257135526733899	-0.36983388017837004	-0.039325180755007	-0.142291944166824
ENSG00000003056	0.0798797139775445	-0.16816895869829698	-0.0551309186653529	-0.0145174068206328	-0.0412043141659473	0.0724676909988	0.0934700344315161	-0.23717712384103198	-0.115978905597274	0.137570813697274	-0.23332071614486802	-1.0600009708520302	-0.0922019361460276	-0.224031498196403	0.152277602483199	-0.11647494333638901	0.21543366124805802	0.24190538104982	-0.0381537216642791	0.257970679345693	-0.0190942144520277	-0.0822149512099283	0.051571127232200004	0.119070513067642	0.127383022004738	0.0326367757311447	0.213083415674715	0.179974472969887	0.24742437676174997	0.37713087914778204	-0.146368793079314	0.0631363116204793	0.0187887186859606	0.33286762524669	0.277913386065915	0.33413850299313397	-0.233812744948317	-0.336341581555043	-0.0188954775481248	-0.0922368488321672	-0.256383525731523	-0.0443851529489632
ENSG00000003756	-0.277340575732323	-0.0525465911501534	0.0030710449205934	0.0224249258681955	-0.23070860970856802	-0.0798292401386541	-0.23844784027730398	0.0569577115666328	-0.0991173305492109	-0.174680876378395	0.10939707241054102	1.15106318138173	0.0576088039190271	0.217541799837686	-0.0058096540382065204	0.056994099322079994	-0.027496381172976002	-0.226817291286893	0.10758556173797	0.0716152506800456	-0.14608030282441198	0.14762168919232999	0.443882826046879	0.094209839996767	-0.16142091251547597	-0.23284008505514997	-0.263747920684587	-0.19455910790661898	0.12618326259205	-0.28169649513726897	-0.0879625829268341	0.42130753437375895	-0.23070529666214398	0.0389880717341013	0.075568833110112	-0.207487318933362	0.0006450226602452769	0.18831757978481897	-0.24099237259955303	-0.08274905866146001	0.27460482115866397	-0.12255308795468099
ENSG00000004399	0.349472860543415	0.318478323122775	0.0240232100042157	-0.17331271973011803	0.23631326738430203	0.18800778026782897	0.129723613813699	0.21034069350693396	0.397177743332	0.448952638089064	0.143943768103357	-0.589787848052647	-0.57632258125942	-0.8485358736437281	-1.00502716936945	-1.52613688155593	-1.4548520766331599	-1.65032954965835	1.68401429619367	1.74826536415428	1.53531550530402	0.8852571887654409	1.10704367086736	0.7437490044327358	-0.717349910099985	-0.76591860597159	-1.00936724883614	-0.771471655760413	-1.43843078195578	-1.27163855045893	0.0959074769911623	0.679806342764289	0.41629814655443104	0.0359930921991765	-0.277540358912862	-0.6524256897787889	0.824907541664727	0.6856266085589661	0.538879385635205	0.738593180254963	0.352282046928261	0.21007475224099598
